evals.q.250.	_.circularPointsAiming.10.3.ga.all.each.solution.overall.target.distance	_.circularPointsAiming.10.3.ga.all.each.solution.overall.target.distance.min	_.circularPointsAiming.10.3.ga.all.each.solution.overall.target.distance.max	_.circularPointsAiming.10.3.ga.33.all.each.solution.overall.target.distance	_.circularPointsAiming.10.3.ga.33.all.each.solution.overall.target.distance.min	_.circularPointsAiming.10.3.ga.33.all.each.solution.overall.target.distance.max	_.circularPointsAiming.10.3.pso.all.each.solution.overall.target.distance	_.circularPointsAiming.10.3.pso.all.each.solution.overall.target.distance.min	_.circularPointsAiming.10.3.pso.all.each.solution.overall.target.distance.max	_.circularPointsAiming.10.3.de.all.each.solution.overall.target.distance	_.circularPointsAiming.10.3.de.all.each.solution.overall.target.distance.min	_.circularPointsAiming.10.3.de.all.each.solution.overall.target.distance.max	_.circularPointsAiming.10.3.me.2.all.each.solution.overall.target.distance	_.circularPointsAiming.10.3.me.2.all.each.solution.overall.target.distance.min	_.circularPointsAiming.10.3.me.2.all.each.solution.overall.target.distance.max	_.circularPointsAiming.10.3.cabea.e.11.all.each.solution.overall.target.distance	_.circularPointsAiming.10.3.cabea.e.11.all.each.solution.overall.target.distance.min	_.circularPointsAiming.10.3.cabea.e.11.all.each.solution.overall.target.distance.max	_.circularPointsAiming.10.3.cabea.cc.11.all.each.solution.overall.target.distance	_.circularPointsAiming.10.3.cabea.cc.11.all.each.solution.overall.target.distance.min	_.circularPointsAiming.10.3.cabea.cc.11.all.each.solution.overall.target.distance.max	_.circularPointsAiming.10.3.cabea.e.21.all.each.solution.overall.target.distance	_.circularPointsAiming.10.3.cabea.e.21.all.each.solution.overall.target.distance.min	_.circularPointsAiming.10.3.cabea.e.21.all.each.solution.overall.target.distance.max	_.circularPointsAiming.10.3.cabea.cc.21.all.each.solution.overall.target.distance	_.circularPointsAiming.10.3.cabea.cc.21.all.each.solution.overall.target.distance.min	_.circularPointsAiming.10.3.cabea.cc.21.all.each.solution.overall.target.distance.max
1.575e+04	3.598e+00	3.576e+00	3.607e+00	3.582e+00	3.571e+00	3.601e+00	3.717e+00	3.704e+00	3.726e+00	3.904e+00	3.767e+00	3.982e+00	7.695e-01	6.281e-01	1.971e+00	2.020e+00	6.737e-01	2.071e+00	2.078e+00	2.000e+00	3.550e+00	nan	nan	nan	7.990e-01	7.107e-01	8.671e-01
1.600e+04	3.598e+00	3.576e+00	3.607e+00	3.582e+00	3.571e+00	3.601e+00	3.722e+00	3.712e+00	3.726e+00	3.904e+00	3.767e+00	3.982e+00	7.695e-01	6.275e-01	1.971e+00	2.020e+00	6.737e-01	2.071e+00	2.078e+00	2.000e+00	3.547e+00	9.689e-01	8.781e-01	1.022e+00	7.986e-01	7.008e-01	8.671e-01
1.625e+04	3.600e+00	3.576e+00	3.608e+00	3.582e+00	3.570e+00	3.604e+00	3.724e+00	3.711e+00	3.727e+00	3.904e+00	3.767e+00	3.982e+00	7.695e-01	6.275e-01	1.971e+00	2.020e+00	1.942e+00	2.071e+00	2.078e+00	2.000e+00	3.573e+00	9.534e-01	8.382e-01	1.022e+00	nan	nan	nan
1.650e+04	3.601e+00	3.576e+00	3.607e+00	3.582e+00	3.570e+00	3.604e+00	3.722e+00	3.715e+00	3.727e+00	3.904e+00	3.767e+00	3.982e+00	7.237e-01	6.275e-01	1.975e+00	2.028e+00	1.942e+00	2.071e+00	2.078e+00	2.000e+00	3.573e+00	nan	nan	nan	7.923e-01	7.008e-01	8.671e-01
1.675e+04	3.602e+00	3.576e+00	3.608e+00	3.582e+00	3.570e+00	3.604e+00	3.724e+00	3.718e+00	3.727e+00	3.904e+00	3.767e+00	3.982e+00	7.237e-01	6.275e-01	1.975e+00	2.028e+00	1.942e+00	2.071e+00	2.078e+00	2.000e+00	3.573e+00	9.300e-01	8.096e-01	1.020e+00	7.873e-01	7.008e-01	8.549e-01
1.700e+04	3.602e+00	3.576e+00	3.608e+00	3.584e+00	3.570e+00	3.609e+00	3.724e+00	3.719e+00	3.728e+00	3.904e+00	3.767e+00	3.982e+00	7.226e-01	6.275e-01	1.975e+00	2.030e+00	1.942e+00	2.071e+00	2.078e+00	2.000e+00	3.573e+00	nan	nan	nan	7.857e-01	7.008e-01	8.155e-01
1.725e+04	3.602e+00	3.576e+00	3.608e+00	3.584e+00	3.570e+00	3.609e+00	3.725e+00	3.721e+00	3.728e+00	3.904e+00	3.767e+00	3.982e+00	7.226e-01	6.275e-01	1.975e+00	2.034e+00	1.942e+00	2.060e+00	2.078e+00	2.000e+00	3.573e+00	9.300e-01	7.838e-01	9.886e-01	nan	nan	nan
1.750e+04	3.598e+00	3.580e+00	3.612e+00	3.588e+00	3.571e+00	3.609e+00	3.726e+00	3.721e+00	3.728e+00	3.904e+00	3.767e+00	3.982e+00	7.226e-01	6.095e-01	1.957e+00	2.016e+00	1.952e+00	2.064e+00	2.074e+00	2.004e+00	3.573e+00	nan	nan	nan	7.508e-01	6.752e-01	8.068e-01
1.775e+04	3.594e+00	3.580e+00	3.613e+00	3.588e+00	3.571e+00	3.610e+00	3.727e+00	3.720e+00	3.728e+00	3.904e+00	3.767e+00	3.982e+00	7.204e-01	6.040e-01	1.957e+00	2.010e+00	1.952e+00	2.058e+00	2.056e+00	2.010e+00	3.573e+00	8.870e-01	7.786e-01	9.870e-01	7.508e-01	6.752e-01	7.991e-01
1.800e+04	3.594e+00	3.577e+00	3.616e+00	3.588e+00	3.576e+00	3.610e+00	3.727e+00	3.722e+00	3.728e+00	3.904e+00	3.767e+00	3.982e+00	7.204e-01	5.964e-01	1.956e+00	2.010e+00	1.952e+00	2.053e+00	2.054e+00	2.010e+00	3.573e+00	8.840e-01	7.706e-01	9.446e-01	7.452e-01	6.752e-01	7.991e-01
1.825e+04	3.593e+00	3.577e+00	3.617e+00	3.592e+00	3.576e+00	3.610e+00	3.727e+00	3.723e+00	3.729e+00	3.904e+00	3.767e+00	3.982e+00	6.996e-01	5.771e-01	1.956e+00	2.013e+00	1.952e+00	2.058e+00	2.054e+00	2.010e+00	3.562e+00	nan	nan	nan	nan	nan	nan
1.850e+04	3.593e+00	3.577e+00	3.616e+00	3.586e+00	3.576e+00	3.609e+00	3.727e+00	3.724e+00	3.729e+00	3.904e+00	3.767e+00	3.982e+00	6.924e-01	5.771e-01	1.956e+00	2.013e+00	1.952e+00	2.058e+00	2.054e+00	2.010e+00	3.562e+00	8.591e-01	7.706e-01	9.279e-01	7.452e-01	6.752e-01	7.991e-01
1.875e+04	3.593e+00	3.577e+00	3.617e+00	3.586e+00	3.576e+00	3.609e+00	3.728e+00	3.727e+00	3.729e+00	3.904e+00	3.767e+00	3.982e+00	6.782e-01	5.694e-01	1.942e+00	2.003e+00	1.952e+00	2.058e+00	2.054e+00	2.010e+00	3.562e+00	nan	nan	nan	7.406e-01	6.593e-01	7.949e-01
1.900e+04	3.595e+00	3.577e+00	3.617e+00	3.585e+00	3.570e+00	3.609e+00	3.728e+00	3.726e+00	3.729e+00	3.904e+00	3.767e+00	3.982e+00	6.782e-01	5.694e-01	1.942e+00	2.003e+00	1.951e+00	2.053e+00	2.054e+00	2.010e+00	3.562e+00	8.430e-01	7.468e-01	9.037e-01	7.406e-01	6.563e-01	7.949e-01
1.925e+04	3.605e+00	3.582e+00	3.617e+00	3.585e+00	3.570e+00	3.606e+00	3.729e+00	3.726e+00	3.729e+00	3.904e+00	3.767e+00	3.982e+00	6.711e-01	5.613e-01	1.892e+00	2.003e+00	1.951e+00	2.058e+00	2.054e+00	2.010e+00	3.562e+00	nan	nan	nan	nan	nan	nan
1.950e+04	3.605e+00	3.582e+00	3.617e+00	3.584e+00	3.570e+00	3.605e+00	3.729e+00	3.727e+00	3.729e+00	3.904e+00	3.767e+00	3.982e+00	6.711e-01	5.613e-01	1.892e+00	2.003e+00	1.951e+00	2.058e+00	2.053e+00	2.010e+00	3.562e+00	8.325e-01	7.429e-01	9.037e-01	7.344e-01	6.442e-01	7.949e-01
1.975e+04	3.608e+00	3.582e+00	3.617e+00	3.584e+00	3.570e+00	3.605e+00	3.729e+00	3.727e+00	3.729e+00	3.904e+00	3.767e+00	3.982e+00	6.711e-01	5.613e-01	1.892e+00	2.001e+00	1.951e+00	2.058e+00	2.053e+00	2.000e+00	3.562e+00	8.192e-01	7.429e-01	8.862e-01	7.344e-01	6.442e-01	7.949e-01
2.000e+04	3.608e+00	3.583e+00	3.622e+00	3.584e+00	3.570e+00	3.603e+00	3.728e+00	3.727e+00	3.729e+00	3.904e+00	3.767e+00	3.982e+00	6.711e-01	5.613e-01	1.892e+00	2.001e+00	1.951e+00	2.058e+00	2.052e+00	2.000e+00	3.562e+00	nan	nan	nan	7.012e-01	6.442e-01	7.816e-01
2.025e+04	3.609e+00	3.588e+00	3.622e+00	3.584e+00	3.570e+00	3.601e+00	3.729e+00	3.727e+00	3.729e+00	3.904e+00	3.767e+00	3.982e+00	6.711e-01	5.597e-01	1.892e+00	2.001e+00	1.951e+00	2.058e+00	2.052e+00	2.000e+00	3.573e+00	7.885e-01	7.253e-01	8.439e-01	nan	nan	nan
2.050e+04	3.608e+00	3.588e+00	3.617e+00	3.584e+00	3.571e+00	3.601e+00	3.729e+00	3.727e+00	3.729e+00	3.904e+00	3.767e+00	3.982e+00	6.276e-01	5.573e-01	1.892e+00	2.001e+00	1.951e+00	2.058e+00	2.052e+00	2.000e+00	3.573e+00	nan	nan	nan	6.917e-01	6.403e-01	7.816e-01
2.075e+04	3.609e+00	3.588e+00	3.622e+00	3.586e+00	3.571e+00	3.601e+00	3.729e+00	3.728e+00	3.729e+00	3.904e+00	3.767e+00	3.982e+00	6.276e-01	5.573e-01	1.892e+00	2.001e+00	1.951e+00	2.058e+00	2.052e+00	2.000e+00	3.573e+00	7.828e-01	7.235e-01	8.439e-01	6.789e-01	6.387e-01	7.816e-01
2.100e+04	3.608e+00	3.582e+00	3.622e+00	3.585e+00	3.571e+00	3.601e+00	3.729e+00	3.728e+00	3.729e+00	3.904e+00	3.767e+00	3.982e+00	6.276e-01	5.529e-01	1.890e+00	2.001e+00	1.951e+00	2.058e+00	2.052e+00	2.002e+00	3.588e+00	nan	nan	nan	6.789e-01	6.387e-01	7.622e-01
2.125e+04	3.608e+00	3.582e+00	3.623e+00	3.585e+00	3.571e+00	3.601e+00	3.729e+00	3.728e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	6.276e-01	5.529e-01	1.890e+00	2.001e+00	1.951e+00	2.058e+00	2.052e+00	2.002e+00	3.588e+00	7.592e-01	7.165e-01	8.333e-01	nan	nan	nan
2.150e+04	3.599e+00	3.582e+00	3.622e+00	3.586e+00	3.571e+00	3.605e+00	3.729e+00	3.729e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	6.150e-01	5.436e-01	1.890e+00	2.001e+00	1.951e+00	2.058e+00	2.052e+00	2.002e+00	3.588e+00	7.592e-01	7.079e-01	8.317e-01	6.789e-01	6.387e-01	7.516e-01
2.175e+04	3.600e+00	3.584e+00	3.622e+00	3.587e+00	3.571e+00	3.605e+00	3.729e+00	3.729e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	6.150e-01	5.436e-01	1.890e+00	2.001e+00	1.951e+00	2.058e+00	2.052e+00	2.002e+00	3.588e+00	nan	nan	nan	6.789e-01	6.221e-01	7.516e-01
2.200e+04	3.599e+00	3.584e+00	3.622e+00	3.587e+00	3.571e+00	3.605e+00	3.729e+00	3.729e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	6.150e-01	5.320e-01	1.890e+00	2.003e+00	1.951e+00	2.058e+00	2.052e+00	2.002e+00	3.588e+00	7.568e-01	7.042e-01	8.317e-01	6.789e-01	6.221e-01	7.516e-01
2.225e+04	3.599e+00	3.585e+00	3.622e+00	3.588e+00	3.571e+00	3.606e+00	3.729e+00	3.729e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	6.150e-01	5.320e-01	1.890e+00	2.003e+00	1.951e+00	2.058e+00	2.054e+00	2.002e+00	3.588e+00	nan	nan	nan	6.789e-01	6.221e-01	7.516e-01
2.250e+04	3.603e+00	3.588e+00	3.622e+00	3.590e+00	3.571e+00	3.605e+00	3.729e+00	3.729e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	6.150e-01	5.320e-01	1.942e+00	2.007e+00	1.951e+00	2.058e+00	2.054e+00	2.002e+00	3.588e+00	7.505e-01	6.924e-01	8.317e-01	nan	nan	nan
2.275e+04	3.608e+00	3.588e+00	3.622e+00	3.590e+00	3.573e+00	3.605e+00	3.729e+00	3.729e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	6.100e-01	5.247e-01	1.942e+00	2.010e+00	1.952e+00	2.058e+00	2.054e+00	2.002e+00	3.588e+00	nan	nan	nan	6.759e-01	5.962e-01	7.516e-01
2.300e+04	3.608e+00	3.590e+00	3.623e+00	3.590e+00	3.573e+00	3.606e+00	3.730e+00	3.729e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	6.100e-01	5.247e-01	1.942e+00	2.016e+00	1.972e+00	2.058e+00	2.047e+00	2.002e+00	3.596e+00	7.505e-01	6.922e-01	8.317e-01	6.513e-01	5.962e-01	7.291e-01
2.325e+04	3.609e+00	3.590e+00	3.623e+00	3.593e+00	3.573e+00	3.607e+00	3.729e+00	3.729e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	6.100e-01	5.094e-01	1.942e+00	2.010e+00	1.972e+00	2.058e+00	2.047e+00	2.002e+00	3.596e+00	7.505e-01	6.711e-01	8.317e-01	6.513e-01	5.932e-01	7.257e-01
2.350e+04	3.609e+00	3.590e+00	3.622e+00	3.590e+00	3.572e+00	3.606e+00	3.730e+00	3.729e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	6.100e-01	5.089e-01	1.942e+00	2.016e+00	1.972e+00	2.058e+00	2.047e+00	2.002e+00	3.596e+00	nan	nan	nan	nan	nan	nan
2.375e+04	3.609e+00	3.590e+00	3.622e+00	3.590e+00	3.572e+00	3.608e+00	3.730e+00	3.729e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	6.100e-01	5.089e-01	1.942e+00	2.016e+00	1.972e+00	2.058e+00	2.047e+00	2.002e+00	3.596e+00	7.395e-01	6.711e-01	8.317e-01	6.513e-01	5.932e-01	7.257e-01
2.400e+04	3.609e+00	3.590e+00	3.622e+00	3.590e+00	3.571e+00	3.608e+00	3.730e+00	3.729e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	6.100e-01	5.089e-01	1.942e+00	2.016e+00	1.972e+00	2.057e+00	2.047e+00	2.002e+00	3.596e+00	nan	nan	nan	6.403e-01	5.890e-01	7.239e-01
2.425e+04	3.609e+00	3.594e+00	3.622e+00	3.588e+00	3.571e+00	3.608e+00	3.730e+00	3.729e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	6.100e-01	5.089e-01	1.942e+00	2.016e+00	1.972e+00	2.069e+00	2.047e+00	2.002e+00	3.592e+00	7.395e-01	6.711e-01	8.284e-01	6.403e-01	5.862e-01	7.191e-01
2.450e+04	3.609e+00	3.594e+00	3.622e+00	3.590e+00	3.574e+00	3.608e+00	3.730e+00	3.729e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	6.100e-01	5.089e-01	1.942e+00	2.016e+00	1.972e+00	2.059e+00	2.060e+00	2.002e+00	3.592e+00	nan	nan	nan	nan	nan	nan
2.475e+04	3.609e+00	3.594e+00	3.622e+00	3.590e+00	3.574e+00	3.609e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	6.100e-01	5.089e-01	1.931e+00	2.016e+00	1.972e+00	2.059e+00	2.060e+00	2.002e+00	3.592e+00	7.395e-01	6.711e-01	8.284e-01	6.374e-01	5.814e-01	7.191e-01
2.500e+04	3.613e+00	3.594e+00	3.623e+00	3.593e+00	3.574e+00	3.609e+00	3.730e+00	3.729e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	6.100e-01	5.089e-01	1.931e+00	2.016e+00	1.972e+00	2.059e+00	2.060e+00	2.002e+00	3.592e+00	nan	nan	nan	6.221e-01	5.814e-01	7.191e-01
2.525e+04	3.614e+00	3.594e+00	3.623e+00	3.593e+00	3.574e+00	3.609e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	6.076e-01	5.056e-01	1.929e+00	2.016e+00	1.972e+00	2.059e+00	2.063e+00	2.002e+00	3.592e+00	7.298e-01	6.365e-01	8.206e-01	6.221e-01	5.800e-01	7.191e-01
2.550e+04	3.614e+00	3.594e+00	3.623e+00	3.593e+00	3.574e+00	3.608e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	5.999e-01	5.056e-01	1.923e+00	2.016e+00	1.972e+00	2.059e+00	2.063e+00	2.002e+00	3.592e+00	7.298e-01	6.343e-01	8.010e-01	nan	nan	nan
2.575e+04	3.615e+00	3.594e+00	3.624e+00	3.593e+00	3.574e+00	3.608e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	5.967e-01	5.056e-01	1.918e+00	2.016e+00	1.972e+00	2.059e+00	2.068e+00	2.002e+00	3.592e+00	nan	nan	nan	6.265e-01	5.800e-01	7.191e-01
2.600e+04	3.616e+00	3.594e+00	3.625e+00	3.593e+00	3.574e+00	3.608e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	5.926e-01	5.056e-01	1.917e+00	2.016e+00	1.972e+00	2.059e+00	2.051e+00	2.002e+00	3.592e+00	7.240e-01	6.343e-01	8.010e-01	6.049e-01	5.800e-01	7.191e-01
2.625e+04	3.616e+00	3.594e+00	3.625e+00	3.593e+00	3.575e+00	3.609e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	5.926e-01	5.056e-01	1.917e+00	2.016e+00	1.972e+00	2.059e+00	2.051e+00	1.990e+00	3.592e+00	nan	nan	nan	6.049e-01	5.746e-01	7.191e-01
2.650e+04	3.616e+00	3.594e+00	3.625e+00	3.599e+00	3.583e+00	3.610e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	5.926e-01	5.056e-01	1.917e+00	2.016e+00	1.972e+00	2.059e+00	2.051e+00	1.990e+00	3.592e+00	7.159e-01	6.250e-01	8.010e-01	nan	nan	nan
2.675e+04	3.616e+00	3.596e+00	3.635e+00	3.599e+00	3.577e+00	3.610e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	5.926e-01	5.056e-01	1.917e+00	2.016e+00	1.972e+00	2.045e+00	2.051e+00	1.990e+00	3.592e+00	nan	nan	nan	6.049e-01	5.524e-01	7.191e-01
2.700e+04	3.615e+00	3.596e+00	3.635e+00	3.599e+00	3.582e+00	3.610e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	5.673e-01	5.056e-01	1.917e+00	2.016e+00	1.972e+00	2.069e+00	2.051e+00	1.990e+00	3.592e+00	6.903e-01	6.250e-01	7.852e-01	6.044e-01	5.524e-01	7.070e-01
2.725e+04	3.616e+00	3.596e+00	3.635e+00	3.601e+00	3.583e+00	3.616e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	5.673e-01	5.042e-01	1.917e+00	2.016e+00	1.972e+00	2.069e+00	2.060e+00	1.990e+00	3.592e+00	6.797e-01	6.171e-01	7.828e-01	6.044e-01	5.524e-01	7.070e-01
2.750e+04	3.616e+00	3.594e+00	3.632e+00	3.601e+00	3.583e+00	3.616e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	5.606e-01	5.042e-01	1.917e+00	2.016e+00	1.972e+00	2.069e+00	2.060e+00	1.990e+00	3.592e+00	nan	nan	nan	nan	nan	nan
2.775e+04	3.615e+00	3.594e+00	3.631e+00	3.599e+00	3.584e+00	3.616e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	5.475e-01	4.961e-01	1.917e+00	2.016e+00	1.971e+00	2.069e+00	2.058e+00	1.990e+00	3.592e+00	6.797e-01	6.171e-01	7.610e-01	6.024e-01	5.524e-01	7.070e-01
2.800e+04	3.615e+00	3.594e+00	3.631e+00	3.599e+00	3.584e+00	3.621e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	5.475e-01	4.961e-01	1.914e+00	2.016e+00	1.971e+00	2.069e+00	2.058e+00	1.990e+00	3.592e+00	nan	nan	nan	5.932e-01	5.409e-01	7.070e-01
2.825e+04	3.616e+00	3.594e+00	3.631e+00	3.599e+00	3.584e+00	3.621e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	5.475e-01	4.944e-01	1.914e+00	2.016e+00	1.971e+00	2.069e+00	2.058e+00	1.990e+00	3.592e+00	6.792e-01	6.014e-01	7.610e-01	5.932e-01	5.343e-01	6.937e-01
2.850e+04	3.616e+00	3.594e+00	3.631e+00	3.601e+00	3.584e+00	3.621e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	5.475e-01	4.944e-01	1.917e+00	2.016e+00	1.971e+00	2.069e+00	2.058e+00	1.990e+00	3.592e+00	nan	nan	nan	5.932e-01	5.293e-01	7.191e-01
2.875e+04	3.616e+00	3.594e+00	3.632e+00	3.602e+00	3.584e+00	3.622e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	5.475e-01	4.944e-01	1.920e+00	2.016e+00	1.971e+00	2.069e+00	2.058e+00	1.990e+00	3.592e+00	6.740e-01	6.014e-01	7.610e-01	nan	nan	nan
2.900e+04	3.616e+00	3.593e+00	3.632e+00	3.602e+00	3.584e+00	3.622e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	5.475e-01	4.944e-01	1.920e+00	2.019e+00	1.971e+00	2.069e+00	2.060e+00	1.990e+00	3.592e+00	6.740e-01	6.014e-01	7.418e-01	5.910e-01	5.154e-01	7.191e-01
2.925e+04	3.616e+00	3.593e+00	3.632e+00	3.603e+00	3.585e+00	3.622e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	5.475e-01	4.871e-01	1.920e+00	2.019e+00	1.971e+00	2.069e+00	2.062e+00	1.990e+00	3.583e+00	nan	nan	nan	5.910e-01	5.154e-01	7.191e-01
2.950e+04	3.616e+00	3.594e+00	3.631e+00	3.603e+00	3.583e+00	3.622e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	5.383e-01	4.871e-01	1.920e+00	2.019e+00	1.971e+00	2.069e+00	2.062e+00	1.990e+00	3.583e+00	6.439e-01	5.845e-01	7.337e-01	5.910e-01	5.154e-01	7.191e-01
2.975e+04	3.616e+00	3.599e+00	3.631e+00	3.603e+00	3.583e+00	3.622e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	5.383e-01	4.871e-01	1.920e+00	2.019e+00	1.971e+00	2.058e+00	2.062e+00	1.990e+00	3.583e+00	nan	nan	nan	nan	nan	nan
3.000e+04	3.613e+00	3.599e+00	3.623e+00	3.603e+00	3.583e+00	3.622e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	5.383e-01	4.871e-01	1.920e+00	2.019e+00	1.971e+00	2.058e+00	2.062e+00	1.990e+00	3.577e+00	6.439e-01	5.813e-01	7.298e-01	5.910e-01	5.088e-01	7.191e-01
3.025e+04	3.613e+00	3.598e+00	3.622e+00	3.603e+00	3.583e+00	3.622e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	5.136e-01	4.870e-01	1.920e+00	2.019e+00	1.971e+00	2.058e+00	2.062e+00	1.990e+00	3.577e+00	nan	nan	nan	5.910e-01	5.088e-01	7.191e-01
3.050e+04	3.613e+00	3.598e+00	3.622e+00	3.603e+00	3.583e+00	3.622e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	5.136e-01	4.870e-01	1.920e+00	2.024e+00	1.971e+00	2.058e+00	2.062e+00	1.990e+00	3.577e+00	6.439e-01	5.813e-01	7.115e-01	5.780e-01	5.088e-01	7.191e-01
3.075e+04	3.613e+00	3.598e+00	3.622e+00	3.603e+00	3.583e+00	3.622e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	5.129e-01	4.870e-01	1.920e+00	2.024e+00	1.971e+00	2.058e+00	2.044e+00	1.990e+00	3.577e+00	6.439e-01	5.813e-01	7.115e-01	nan	nan	nan
3.100e+04	3.613e+00	3.599e+00	3.622e+00	3.604e+00	3.587e+00	3.622e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	5.129e-01	4.870e-01	1.920e+00	2.019e+00	1.971e+00	2.058e+00	2.044e+00	1.990e+00	3.577e+00	nan	nan	nan	5.780e-01	5.088e-01	7.191e-01
3.125e+04	3.614e+00	3.599e+00	3.622e+00	3.606e+00	3.588e+00	3.622e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	5.122e-01	4.870e-01	1.917e+00	2.019e+00	1.971e+00	2.058e+00	2.044e+00	1.990e+00	3.583e+00	6.261e-01	5.728e-01	7.068e-01	5.780e-01	5.088e-01	7.191e-01
3.150e+04	3.614e+00	3.599e+00	3.622e+00	3.606e+00	3.588e+00	3.622e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	5.122e-01	4.870e-01	1.917e+00	2.019e+00	1.971e+00	2.065e+00	2.038e+00	1.990e+00	3.583e+00	nan	nan	nan	5.780e-01	5.088e-01	7.191e-01
3.175e+04	3.614e+00	3.599e+00	3.622e+00	3.606e+00	3.588e+00	3.622e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	5.122e-01	4.870e-01	1.917e+00	2.019e+00	1.971e+00	2.069e+00	2.038e+00	1.990e+00	3.583e+00	6.261e-01	5.728e-01	6.969e-01	nan	nan	nan
3.200e+04	3.614e+00	3.603e+00	3.622e+00	3.608e+00	3.587e+00	3.629e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	5.122e-01	4.870e-01	1.917e+00	2.019e+00	1.971e+00	2.067e+00	2.038e+00	1.990e+00	3.583e+00	nan	nan	nan	5.627e-01	5.088e-01	7.191e-01
3.225e+04	3.616e+00	3.603e+00	3.622e+00	3.608e+00	3.587e+00	3.625e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	5.122e-01	4.840e-01	1.917e+00	2.019e+00	1.971e+00	2.067e+00	2.038e+00	1.984e+00	3.583e+00	6.261e-01	5.728e-01	6.969e-01	5.627e-01	5.088e-01	6.764e-01
3.250e+04	3.616e+00	3.599e+00	3.622e+00	3.604e+00	3.586e+00	3.625e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	5.122e-01	4.840e-01	1.917e+00	2.019e+00	1.971e+00	2.067e+00	2.038e+00	1.984e+00	3.583e+00	nan	nan	nan	5.627e-01	5.040e-01	6.764e-01
3.275e+04	3.617e+00	3.599e+00	3.624e+00	3.604e+00	3.586e+00	3.621e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	5.122e-01	4.840e-01	1.920e+00	2.019e+00	1.971e+00	2.067e+00	2.038e+00	1.984e+00	3.583e+00	6.261e-01	5.728e-01	6.792e-01	nan	nan	nan
